user_id;app_name;age;gender;country;urban_rural;income_level;employment_status;education_level;relationship_status;has_children;exercise_hours_per_week;sleep_hours_per_night;diet_quality;smoking;alcohol_frequency;perceived_stress_score;self_reported_happiness;body_mass_index;blood_pressure_systolic;blood_pressure_diastolic;daily_steps_count;weekly_work_hours;hobbies_count;social_events_per_month;books_read_per_year;volunteer_hours_per_month;travel_frequency_per_year;daily_active_minutes_instagram;sessions_per_day;posts_created_per_week;reels_watched_per_day;stories_viewed_per_day;likes_given_per_day;comments_written_per_day;dms_sent_per_week;dms_received_per_week;ads_viewed_per_day;ads_clicked_per_day;time_on_feed_per_day;time_on_explore_per_day;time_on_messages_per_day;time_on_reels_per_day;followers_count;following_count;uses_premium_features;notification_response_rate;account_creation_year;last_login_date;average_session_length_minutes;content_type_preference;preferred_content_theme;privacy_setting_level;two_factor_auth_enabled;biometric_login_used;linked_accounts_count;subscription_status;user_engagement_score
574202;Instagram;25;Female;Brazil;Urban;Middle;Student;Bachelors;In a relationship;No;160;55;Average;No;Never;15;8;214;149;96;7887;646;3;6;10;19;3;790;3;4;143;61;74;22;14;13;9;3;40;16;15;31;1501;3698;No;31;2023;08/09/2025;263;Stories;Travel;Public;Yes;No;2;Free;162
58305;Instagram;37;Female;India;Rural;Middle;Unemployed;PhD;Single;No;91;39;Good;No;Never;18;2;239;145;81;7932;452;5;5;9;75;7;2260;15;3;194;124;142;45;33;29;11;6;131;44;31;48;1537;2292;No;32;2022;31/07/2025;151;Mixed;Travel;Private;Yes;Yes;3;Premium;106
369100;Instagram;49;Male;Other;Urban;Middle;Part-time;Some college;Widowed;No;54;55;Very poor;No;Daily;2;3;270;151;97;8013;526;6;7;10;39;4;460;2;2;70;55;44;10;17;6;6;2;24;7;7;11;491;312;No;93;2011;19/01/2025;230;Photos;Art;Public;Yes;Yes;0;Free;149
888401;Instagram;52;Female;Germany;Rural;Middle;Student;Masters;Single;No;153;60;Average;No;Never;16;10;271;136;66;8041;330;2;8;7;18;3;940;3;0;103;72;80;15;18;18;10;1;47;22;13;31;410;596;No;28;2015;23/05/2025;313;Photos;Music;Public;No;No;3;Free;116
293018;Instagram;47;Female;United States;Urban;Lower-middle;Full-time employed;Bachelors;Married;Yes;45;54;Excellent;No;Never;37;3;361;133;60;8140;324;3;7;5;49;2;3620;37;8;271;150;218;59;57;46;27;10;216;90;45;111;1925;3897;No;66;2015;15/03/2025;98;Mixed;Other;Private;No;No;2;Free;99
906966;Instagram;62;Male;United Kingdom;Urban;Low;Student;High school;Married;No;39;82;Average;No;Rarely;2;5;159;102;99;7880;561;0;4;11;29;1;50;1;4;34;31;24;7;13;7;1;1;2;1;1;1;996;926;No;3;2017;29/10/2025;50;Live;Travel;Private;Yes;No;0;Free;833
916659;Instagram;46;Female;Japan;Urban;Low;Full-time employed;High school;In a relationship;Yes;28;50;Poor;No;Daily;17;8;263;130;63;8115;342;3;2;9;7;3;1520;12;5;131;76;95;31;24;21;17;6;69;31;23;39;780;1573;No;8;2020;09/06/2025;127;Stories;Music;Private;Yes;No;1;Business;112
790270;Instagram;45;Female;United States;Suburban;Low;Part-time;Some college;In a relationship;No;8;81;Poor;Yes;Rarely;35;1;299;96;66;8190;535;2;4;11;50;1;4230;23;3;300;150;223;62;49;52;46;11;244;95;85;164;548;456;Yes;13;2011;01/02/2025;184;Stories;Music;Public;Yes;No;1;Free;84
559312;Instagram;29;Male;Australia;Suburban;Middle;Full-time employed;PhD;Married;Yes;49;70;Good;No;Rarely;39;3;210;138;84;7866;412;1;3;9;111;1;3760;34;7;300;150;218;67;50;45;50;6;151;96;61;134;2362;5322;No;6;2014;23/09/2025;111;Photos;Music;Private;Yes;No;1;Free;99
409112;Instagram;55;Female;Canada;Urban;Lower-middle;Full-time employed;Bachelors;Single;Yes;52;69;Average;No;Rarely;26;5;163;142;61;8026;360;2;1;9;61;1;2530;7;9;204;124;141;60;37;33;27;4;143;58;38;95;215;513;No;91;2015;11/10/2025;361;Mixed;Fashion;Friends only;Yes;No;3;Free;113
688582;Instagram;43;Female;Other;Urban;Lower-middle;Freelancer;High school;Married;No;21;77;Average;No;Weekly;28;4;196;96;66;7956;481;7;6;10;60;3;3250;19;7;226;150;208;50;37;44;33;10;173;55;69;127;503;251;No;7;2021;13/01/2025;171;Photos;Fitness;Public;Yes;No;5;Free;101
309911;Instagram;62;Male;United Kingdom;Rural;Upper-middle;Unemployed;High school;Single;No;35;77;Good;No;Never;3;1;298;92;77;7992;369;5;5;13;30;4;840;4;2;108;54;68;18;19;9;16;0;45;20;11;20;1423;1964;Yes;5;2021;26/11/2025;210;Photos;Tech;Private;Yes;No;1;Free;129
844506;Instagram;62;Female;United States;Suburban;Middle;Freelancer;Other;Single;No;65;59;Poor;No;Never;0;4;194;95;63;7905;351;4;5;7;30;5;180;1;1;56;32;34;7;15;11;6;0;7;2;3;4;587;1371;No;54;2010;12/09/2025;180;Reels;Tech;Private;No;No;4;Free;268
231776;Instagram;64;Male;Australia;Suburban;Low;Freelancer;PhD;Married;No;43;66;Good;Yes;Never;36;7;297;140;83;7924;382;4;3;9;33;4;2970;12;8;204;143;167;45;34;41;28;8;164;73;63;91;1205;1958;No;5;2024;19/01/2025;248;Mixed;Tech;Public;Yes;No;2;Free;94
945100;Instagram;21;Male;United States;Urban;Middle;Student;Bachelors;Married;Yes;94;82;Poor;No;Weekly;31;8;285;121;70;7971;488;3;2;8;23;3;3310;11;17;289;146;194;55;43;43;38;3;186;42;39;118;967;1543;No;62;2015;15/02/2025;301;Live;Fitness;Friends only;No;Yes;3;Free;107
515071;Instagram;31;Male;Australia;Urban;Lower-middle;Student;Bachelors;Single;No;15;66;Average;No;Never;24;9;287;155;93;7999;389;5;9;11;66;5;2180;12;7;174;118;123;36;38;37;29;2;120;56;38;47;1101;1406;No;52;2010;02/07/2025;182;Photos;Food;Public;Yes;No;1;Free;99
462292;Instagram;36;Female;United States;Rural;High;Student;Some college;Divorced;No;137;59;Average;No;Never;30;2;256;95;92;8129;410;2;2;13;53;6;2940;17;8;199;150;206;63;38;39;39;11;154;43;54;114;1338;2010;No;99;2020;24/02/2025;173;Reels;Music;Friends only;Yes;No;1;Premium;121
911854;Instagram;48;Female;India;Suburban;Lower-middle;Student;High school;Single;No;53;70;Poor;No;Never;0;2;275;119;89;7985;399;3;2;13;83;5;1190;5;2;131;89;90;29;17;15;12;6;62;16;20;37;314;175;No;24;2012;18/11/2025;238;Photos;Other;Private;Yes;No;1;Free;128
869395;Instagram;45;Female;Canada;Suburban;High;Full-time employed;Bachelors;Married;Yes;45;56;Excellent;No;Rarely;14;2;246;132;85;8122;370;3;5;10;52;3;2170;6;12;172;119;127;42;28;40;24;8;90;56;45;44;3118;6435;No;49;2010;24/05/2025;362;Live;Food;Friends only;Yes;No;2;Free;113
562679;Instagram;59;Female;Brazil;Urban;High;Full-time employed;Some college;Married;No;134;67;Average;No;Rarely;32;4;250;127;67;7992;433;2;3;9;37;3;3270;11;6;225;150;186;52;63;55;25;6;163;68;46;124;774;1669;No;92;2025;24/08/2025;297;Photos;Travel;Friends only;Yes;No;2;Free;94
421348;Instagram;63;Female;United States;Suburban;Upper-middle;Freelancer;High school;Single;No;140;86;Average;No;Several times a week;10;1;270;119;87;7987;367;4;4;14;74;2;1870;22;2;147;90;113;38;17;31;27;6;80;49;37;67;5191;10000;Yes;9;2014;25/11/2025;85;Reels;Other;Public;Yes;Yes;2;Free;104
209385;Instagram;33;Male;United States;Urban;Upper-middle;Freelancer;High school;In a relationship;No;55;55;Very poor;No;Rarely;4;6;232;152;61;8042;480;6;5;19;35;5;50;1;1;44;33;20;5;16;8;6;1;3;1;1;1;5395;10000;No;43;2025;02/08/2025;50;Stories;Food;Private;No;Yes;4;Free;55
601790;Instagram;19;Male;India;Urban;Middle;Full-time employed;Masters;Single;No;42;80;Good;No;Daily;19;7;233;138;60;8003;392;2;1;13;24;1;1530;13;8;215;96;87;26;33;25;19;3;67;32;29;41;1975;4181;No;59;2022;15/12/2025;118;Mixed;Other;Private;Yes;No;1;Free;106
25934;Instagram;23;Female;United States;Urban;Lower-middle;Freelancer;Masters;Single;No;70;84;Good;No;Rarely;35;5;255;95;86;7912;218;4;2;8;66;3;3520;17;17;300;150;199;55;47;41;30;7;209;102;74;111;471;479;No;97;2011;18/11/2025;207;Stories;Food;Private;Yes;No;4;Free;102
987027;Instagram;33;Female;United States;Suburban;Middle;Student;Bachelors;In a relationship;No;152;56;Average;No;Rarely;6;8;234;94;87;7951;320;5;5;9;82;4;1050;4;3;91;72;69;26;15;24;16;5;58;16;25;22;1212;1897;No;82;2011;21/02/2025;262;Mixed;Other;Friends only;Yes;No;3;Premium;123
487901;Instagram;23;Male;United States;Urban;Middle;Full-time employed;Some college;Single;No;38;65;Good;No;Weekly;26;1;220;151;72;8114;417;1;7;10;55;3;3180;11;21;300;150;191;52;44;46;28;8;159;77;43;104;14751;10000;No;62;2010;09/09/2025;289;Videos;Food;Public;No;No;3;Free;112
1017357;Instagram;49;Male;Australia;Rural;Lower-middle;Full-time employed;Some college;Married;No;52;80;Good;Yes;Several times a week;2;5;252;119;96;7831;481;5;1;13;30;3;50;1;3;48;26;29;5;15;4;4;1;3;1;1;2;639;496;No;9;2011;22/05/2025;50;Live;Other;Private;No;No;3;Free;80
743601;Instagram;39;Female;Brazil;Suburban;Lower-middle;Freelancer;Other;In a relationship;No;11;85;Average;No;Weekly;36;3;250;127;85;7874;331;2;1;10;21;1;3040;9;4;250;150;166;47;40;48;29;9;161;47;36;89;353;456;No;5;2025;01/04/2025;338;Mixed;Art;Public;No;Yes;1;Free;89
754258;Instagram;48;Male;United States;Urban;Middle;Part-time;Bachelors;Single;No;15;65;Poor;Yes;Never;7;7;254;141;73;7786;537;1;1;1;13;2;50;1;4;30;35;27;8;9;6;4;2;3;1;1;2;140;346;No;0;2023;14/05/2025;50;Photos;Other;Private;Yes;No;3;Free;917
5754;Instagram;49;Male;Germany;Suburban;Lower-middle;Freelancer;Masters;Single;Yes;13;54;Excellent;No;Never;3;3;262;104;72;7991;383;3;5;9;110;1;1180;4;5;122;70;87;29;24;22;12;3;61;30;13;28;2413;3003;No;13;2017;02/11/2025;295;Reels;Music;Friends only;Yes;Yes;0;Free;134
665532;Instagram;61;Female;Other;Urban;Upper-middle;Freelancer;Some college;Single;No;101;66;Poor;Former;Never;15;4;253;122;90;8041;519;2;3;11;72;3;1040;3;0;108;74;69;29;20;22;11;2;58;21;14;25;514;247;No;87;2022;12/07/2025;347;Videos;Fashion;Public;Yes;No;3;Free;121
384592;Instagram;13;Female;Canada;Rural;Upper-middle;Full-time employed;Some college;Single;Yes;126;74;Average;No;Weekly;13;5;297;108;98;7939;268;3;6;9;79;2;2100;15;10;213;95;116;36;30;31;16;8;92;38;43;71;1381;1780;Yes;85;2013;26/07/2025;140;Live;Fitness;Friends only;Yes;No;1;Free;103
540432;Instagram;24;Male;India;Suburban;Middle;Student;High school;In a relationship;No;81;57;Average;No;Weekly;18;1;193;155;91;7801;445;3;9;6;18;5;2330;14;15;246;116;143;48;27;32;23;6;100;55;53;67;1541;2964;No;42;2015;19/05/2025;166;Videos;Fitness;Friends only;Yes;Yes;1;Business;121
406094;Instagram;26;Male;India;Suburban;Upper-middle;Full-time employed;PhD;Single;No;31;70;Poor;No;Never;18;7;234;114;91;8093;245;3;5;7;50;3;1540;9;1;209;92;93;32;20;22;12;3;83;35;26;37;126;249;Yes;93;2014;03/12/2025;171;Reels;Art;Public;Yes;Yes;2;Free;103
783266;Instagram;55;Female;India;Urban;Upper-middle;Student;Masters;In a relationship;No;65;82;Very poor;Yes;Daily;22;9;242;94;85;8063;273;4;1;11;55;5;1820;7;2;137;86;113;30;30;26;14;4;103;27;20;41;339;465;No;43;2021;25/11/2025;260;Stories;Fitness;Friends only;Yes;No;1;Free;98
814177;Instagram;38;Male;United Kingdom;Suburban;Upper-middle;Full-time employed;Some college;Married;No;39;73;Good;No;Weekly;1;10;263;95;60;8069;334;3;7;13;43;2;50;1;4;40;24;31;5;13;10;8;1;2;1;1;1;494;790;Yes;28;2022;20/01/2025;50;Mixed;Art;Public;No;Yes;4;Free;883
190268;Instagram;22;Female;United States;Urban;Lower-middle;Freelancer;Masters;Married;No;49;60;Good;Former;Never;23;4;228;127;67;7978;542;1;6;8;38;5;1820;6;10;235;95;122;40;30;26;23;3;83;53;41;50;1058;1721;No;97;2024;26/11/2025;303;Live;Food;Friends only;No;No;2;Free;127
1028091;Instagram;65;Male;United States;Rural;Lower-middle;Full-time employed;High school;Married;No;32;90;Poor;No;Never;16;4;272;105;61;7920;397;0;4;11;10;5;1210;5;1;134;75;79;31;21;19;13;0;57;34;26;44;295;503;No;77;2018;02/08/2025;242;Photos;Tech;Private;Yes;Yes;1;Free;118
42467;Instagram;14;Female;Brazil;Rural;Lower-middle;Freelancer;Some college;Single;No;104;91;Good;No;Rarely;4;6;335;124;70;7783;325;4;3;4;39;4;710;8;10;162;67;75;16;19;14;14;3;42;21;9;18;871;1351;No;32;2011;11/10/2025;89;Videos;Travel;Public;Yes;No;3;Free;19
230886;Instagram;33;Female;United States;Urban;Upper-middle;Full-time employed;Some college;In a relationship;Yes;72;64;Poor;No;Never;29;6;257;139;68;7898;440;3;8;8;22;4;2680;12;10;201;138;186;48;44;36;22;4;148;28;35;55;2121;4431;No;3;2014;14/02/2025;223;Videos;Music;Public;Yes;Yes;3;Free;116
37328;Instagram;53;Female;Other;Suburban;Low;Freelancer;High school;Married;No;134;82;Excellent;No;Weekly;14;8;286;149;82;7907;424;3;3;9;32;5;600;3;1;90;59;55;14;17;16;10;0;31;17;10;16;1746;2246;Yes;5;2024;08/10/2025;200;Stories;Travel;Public;No;Yes;2;Free;141
574910;Instagram;53;Female;India;Suburban;Middle;Full-time employed;Some college;Single;No;72;70;Good;Former;Never;20;3;300;102;64;8059;311;5;2;11;39;3;1780;6;2;143;96;127;30;31;32;19;7;86;33;26;70;1462;810;No;89;2018;25/12/2025;297;Videos;Fitness;Private;Yes;No;1;Free;108
743661;Instagram;42;Female;Other;Urban;Upper-middle;Full-time employed;Some college;Single;No;158;45;Poor;No;Never;26;9;299;140;90;7829;207;4;1;10;33;0;2250;20;10;172;129;109;38;32;25;18;6;99;37;55;64;717;1224;No;6;2013;14/07/2025;112;Videos;Travel;Public;Yes;No;1;Premium;95
121704;Instagram;36;Female;United States;Urban;Middle;Freelancer;High school;Single;No;52;72;Very poor;No;Never;33;7;276;131;88;8055;432;5;3;8;17;3;3110;30;11;244;141;203;45;49;38;33;9;176;49;56;120;603;936;No;57;2022;21/04/2025;104;Videos;Fashion;Public;Yes;Yes;2;Premium;104
1016421;Instagram;59;Male;United States;Urban;Middle;Full-time employed;Bachelors;Married;No;125;71;Good;No;Weekly;17;6;195;139;86;8004;273;3;3;9;17;2;1670;6;3;134;94;98;25;25;25;14;5;88;24;39;35;1427;1590;Yes;98;2012;27/10/2025;278;Reels;Fitness;Private;Yes;No;0;Business;93
540105;Instagram;63;Male;United States;Rural;Middle;Student;Some college;Married;No;84;80;Good;Yes;Rarely;28;1;294;106;75;7932;463;5;4;4;66;2;2500;19;4;189;133;133;37;33;43;16;4;146;69;32;77;2351;3417;No;8;2021;26/11/2025;132;Mixed;Other;Private;Yes;No;1;Free;87
153346;Instagram;40;Male;United States;Suburban;Lower-middle;Full-time employed;Some college;In a relationship;No;33;66;Excellent;No;Never;12;8;276;145;79;7937;514;3;5;8;22;2;470;2;7;80;45;34;10;10;11;11;1;19;6;6;18;2441;3391;No;28;2010;06/02/2025;235;Live;Tech;Friends only;No;Yes;5;Free;156
323521;Instagram;40;Male;Canada;Urban;Low;Student;Bachelors;Married;Yes;31;57;Average;Yes;Weekly;10;7;328;115;76;8129;478;3;4;5;86;2;740;3;0;100;54;57;21;14;16;13;3;43;15;14;17;542;708;Yes;55;2019;17/07/2025;247;Photos;Music;Public;No;No;2;Free;132
369545;Instagram;46;Female;Australia;Urban;Lower-middle;Full-time employed;Bachelors;Single;No;104;78;Average;No;Rarely;23;10;193;157;94;8036;457;2;5;11;48;6;840;8;3;75;63;62;21;16;18;12;3;42;21;11;18;1971;1119;Yes;5;2022;19/08/2025;105;Reels;Art;Friends only;Yes;No;3;Free;133
839590;Instagram;35;Female;Other;Urban;Middle;Full-time employed;Some college;In a relationship;No;70;58;Average;Former;Never;10;7;306;115;77;7983;348;2;0;6;21;6;790;2;3;91;56;68;18;16;16;8;3;34;21;16;30;1183;1316;Yes;95;2019;22/09/2025;395;Stories;Fashion;Public;Yes;Yes;2;Business;141
667438;Instagram;36;Male;United States;Urban;Lower-middle;Full-time employed;Some college;Widowed;No;32;62;Very poor;No;Never;26;8;266;98;68;7891;257;4;3;10;15;2;1600;6;6;126;98;111;33;33;27;14;6;76;35;21;41;1149;1283;Yes;46;2019;09/02/2025;267;Reels;Travel;Friends only;Yes;No;5;Free;121
596749;Instagram;44;Female;India;Suburban;Low;Student;High school;Single;No;49;51;Good;Former;Daily;34;8;282;124;74;8077;295;7;4;17;23;1;2580;13;5;203;127;143;49;33;37;26;3;104;44;40;65;1028;653;No;94;2024;21/02/2025;198;Videos;Tech;Friends only;No;No;5;Business;99
388788;Instagram;38;Male;Canada;Suburban;Lower-middle;Student;Masters;In a relationship;No;39;75;Good;Yes;Rarely;2;6;278;121;73;7962;439;5;3;13;24;2;590;4;3;80;62;59;18;13;12;10;2;25;11;7;13;650;1267;No;19;2025;16/12/2025;148;Reels;Tech;Friends only;No;No;1;Free;173
9664;Instagram;61;Male;Germany;Suburban;Low;Full-time employed;Masters;In a relationship;No;67;84;Good;No;Weekly;15;4;223;141;78;8046;346;6;4;11;24;4;1260;5;3;115;64;83;26;22;21;11;1;54;36;28;44;892;1702;No;77;2018;21/11/2025;252;Videos;Travel;Public;No;No;3;Business;113
667092;Instagram;65;Female;Other;Urban;Middle;Full-time employed;Bachelors;Married;No;110;66;Poor;No;Rarely;9;9;242;130;72;7953;355;1;2;10;41;5;80;1;2;37;30;31;4;7;4;5;0;4;1;1;2;930;894;No;15;2020;13/10/2025;80;Reels;Food;Public;Yes;No;1;Free;50
554013;Instagram;27;Female;India;Urban;Middle;Part-time;Bachelors;Single;No;40;60;Average;No;Rarely;27;7;239;113;82;8028;289;3;5;12;23;0;2540;18;4;281;106;155;40;41;38;40;9;148;75;45;99;864;1982;No;15;2020;12/05/2025;141;Reels;Travel;Friends only;Yes;No;1;Free;97
827960;Instagram;65;Female;United States;Suburban;Lower-middle;Part-time;High school;In a relationship;Yes;74;65;Poor;No;Weekly;27;5;267;156;72;7987;326;4;2;15;61;2;1550;5;2;139;114;84;27;29;29;18;7;70;24;25;34;6875;8772;Yes;25;2018;18/08/2025;310;Photos;Art;Private;No;No;0;Free;92
978942;Instagram;13;Male;United States;Urban;Low;Full-time employed;Masters;Married;No;52;72;Good;No;Rarely;1;5;209;119;97;8098;515;3;5;8;69;5;1040;13;9;192;83;87;14;21;20;7;3;42;29;19;35;288;693;No;5;2014;24/09/2025;80;Videos;Music;Friends only;No;No;0;Free;135
624185;Instagram;65;Female;Canada;Urban;Upper-middle;Part-time;High school;In a relationship;No;49;68;Good;No;Rarely;6;10;211;116;63;8094;288;6;3;10;21;3;50;1;2;38;33;25;6;9;5;5;1;3;1;1;1;4816;2435;No;54;2013;16/03/2025;50;Videos;Food;Private;No;Yes;1;Business;717
401077;Instagram;61;Male;India;Suburban;Lower-middle;Student;PhD;In a relationship;No;98;74;Good;Yes;Never;37;2;348;98;88;8117;288;1;1;15;73;3;3350;10;11;253;150;203;64;42;52;18;8;151;54;43;105;4941;4863;No;32;2021;25/10/2025;335;Reels;Other;Friends only;Yes;Yes;0;Free;108
745459;Instagram;24;Male;India;Urban;Lower-middle;Full-time employed;High school;Single;No;43;59;Average;No;Weekly;1;3;228;90;86;8020;316;2;7;12;17;3;1180;4;7;183;67;86;17;25;24;16;0;65;18;26;43;980;858;No;11;2013;03/11/2025;295;Reels;Music;Friends only;Yes;No;2;Free;118
802643;Instagram;33;Male;India;Rural;Low;Freelancer;Masters;Single;No;49;51;Average;No;Rarely;3;8;258;153;68;8015;467;2;1;11;43;2;110;1;6;46;35;36;10;5;11;5;2;5;2;1;3;7727;9484;Yes;14;2014;29/11/2025;110;Live;Tech;Public;Yes;Yes;1;Free;617
471353;Instagram;18;Prefer not to say;South Korea;Suburban;Middle;Full-time employed;High school;Married;No;98;75;Poor;No;Rarely;29;1;264;126;94;8146;347;3;4;10;110;4;3690;24;9;300;150;210;61;39;65;25;7;206;38;76;95;1801;2187;No;65;2012;01/04/2025;154;Videos;Tech;Public;No;No;1;Free;97
523936;Instagram;13;Male;India;Urban;High;Full-time employed;Some college;Married;No;74;59;Good;Yes;Never;8;3;189;136;77;7866;299;1;2;9;62;2;2110;10;14;234;118;133;37;31;36;24;4;98;48;23;78;2237;2473;No;86;2020;23/04/2025;211;Photos;Travel;Public;Yes;No;1;Free;117
740551;Instagram;61;Male;India;Urban;High;Full-time employed;Other;Married;Yes;19;80;Poor;No;Weekly;31;6;303;96;78;7941;583;1;3;11;92;1;2530;18;9;177;125;154;47;39;36;22;5;128;30;38;54;1129;2455;No;8;2016;02/01/2025;141;Mixed;Food;Friends only;No;No;1;Free;108
711043;Instagram;42;Female;India;Rural;Middle;Part-time;Masters;Married;Yes;57;73;Average;Yes;Several times a week;14;3;328;97;91;8097;520;0;5;8;26;3;1830;13;0;160;108;95;20;25;24;20;2;103;41;43;56;277;525;No;33;2022;30/09/2025;141;Mixed;Music;Friends only;No;Yes;2;Free;73
219703;Instagram;18;Female;United States;Urban;Low;Freelancer;Masters;In a relationship;No;161;59;Average;No;Weekly;25;10;156;109;77;7972;340;1;6;8;19;4;2350;13;10;274;123;149;41;33;48;22;4;113;67;58;82;2166;3450;No;83;2014;07/01/2025;181;Mixed;Other;Public;Yes;Yes;2;Free;111
1028278;Instagram;25;Male;United States;Suburban;Low;Full-time employed;Bachelors;Single;No;33;81;Good;No;Never;8;5;256;106;82;8059;362;3;5;14;36;4;1130;5;0;184;58;81;22;19;23;15;3;60;18;28;33;139;228;No;95;2022;28/02/2025;226;Stories;Fitness;Private;No;Yes;4;Free;11
491135;Instagram;39;Female;Australia;Suburban;Lower-middle;Full-time employed;High school;In a relationship;No;60;63;Good;No;Never;40;3;279;155;60;7997;382;2;3;13;11;3;3930;13;4;255;150;225;61;44;50;30;8;207;50;68;122;4409;4628;No;43;2025;13/02/2025;302;Videos;Fashion;Public;No;Yes;4;Free;91
81468;Instagram;45;Female;United States;Suburban;Upper-middle;Full-time employed;Bachelors;Married;No;9;64;Poor;Yes;Never;37;4;288;133;84;8035;358;5;4;8;38;4;2990;9;11;205;147;186;49;38;44;38;10;130;78;43;84;1127;1367;No;3;2018;10/12/2025;332;Stories;Music;Friends only;Yes;No;2;Free;106
182848;Instagram;30;Male;United Kingdom;Urban;Lower-middle;Student;Some college;Married;No;19;58;Very poor;No;Never;24;10;295;95;79;7918;272;0;6;15;6;3;1320;5;1;103;82;99;20;23;23;21;3;77;17;19;45;979;930;No;88;2025;21/04/2025;264;Mixed;Art;Public;Yes;No;1;Free;107
890813;Instagram;21;Male;Other;Urban;Middle;Student;Some college;In a relationship;No;78;64;Very poor;No;Never;19;10;233;151;77;8114;432;2;4;9;20;2;1020;11;8;191;70;77;18;20;14;14;5;55;26;14;40;4989;7216;No;95;2020;24/09/2025;93;Videos;Travel;Private;No;No;1;Premium;133
357704;Instagram;53;Non-binary;United States;Urban;Middle;Student;Bachelors;Single;No;126;71;Average;No;Never;29;7;218;136;68;7833;303;4;2;15;9;1;2210;7;8;187;125;118;32;29;32;19;10;105;54;49;76;937;1706;Yes;51;2015;27/10/2025;316;Reels;Travel;Private;Yes;No;2;Business;93
526343;Instagram;57;Female;India;Urban;Upper-middle;Full-time employed;Bachelors;In a relationship;No;30;70;Excellent;No;Never;8;7;295;119;71;7949;216;3;2;9;50;2;50;1;3;35;29;26;5;12;13;8;1;3;1;1;2;432;283;Yes;49;2018;29/03/2025;50;Live;Fitness;Friends only;Yes;No;0;Free;75
278642;Instagram;56;Female;United Kingdom;Urban;Upper-middle;Part-time;High school;In a relationship;No;57;66;Good;No;Several times a week;16;2;245;139;68;7974;442;3;3;9;27;2;2100;11;6;157;113;124;40;33;38;26;2;122;43;24;67;70;77;Yes;57;2016;12/08/2025;191;Mixed;Art;Public;Yes;No;2;Free;105
148158;Instagram;22;Male;United States;Urban;Middle;Retired;High school;In a relationship;Yes;48;69;Excellent;No;Rarely;9;10;325;147;72;7887;310;4;4;12;61;2;890;4;8;170;65;56;20;21;13;14;1;50;10;9;34;917;1231;No;74;2023;29/12/2025;222;Mixed;Music;Private;No;No;2;Free;133
80700;Instagram;22;Female;United States;Urban;Lower-middle;Part-time;Some college;Single;No;57;100;Poor;No;Rarely;32;5;260;139;60;7985;326;6;5;16;41;5;3320;13;8;300;150;198;48;43;44;38;0;177;76;61;110;5774;4928;No;9;2011;09/01/2025;255;Stories;Art;Private;No;Yes;3;Free;95
898019;Instagram;61;Male;South Korea;Urban;Lower-middle;Freelancer;Bachelors;Divorced;No;115;50;Good;Former;Daily;3;9;235;137;78;8004;501;3;0;17;22;2;50;1;5;44;39;30;8;7;13;8;1;2;1;1;2;1065;2606;No;2;2018;01/01/2026;50;Reels;Tech;Friends only;Yes;No;0;Business;1017
1018451;Instagram;33;Female;United States;Urban;Middle;Full-time employed;Masters;In a relationship;No;74;66;Poor;No;Rarely;13;3;280;132;79;7865;342;1;2;10;29;6;1430;10;1;122;76;103;30;32;18;16;7;75;37;31;51;477;1146;No;17;2025;02/09/2025;143;Stories;Other;Private;Yes;No;0;Premium;115
975217;Instagram;39;Male;India;Suburban;Middle;Full-time employed;Bachelors;Single;No;57;52;Average;Yes;Never;26;4;265;139;89;7869;484;4;4;15;24;2;2350;7;5;184;131;135;34;37;32;18;5;119;55;58;76;906;2203;No;77;2025;06/12/2025;336;Live;Fashion;Public;Yes;No;3;Free;92
45234;Instagram;61;Female;United States;Urban;Lower-middle;Full-time employed;Bachelors;Married;No;72;89;Excellent;No;Rarely;37;3;306;104;69;7950;394;3;4;6;69;1;3110;11;8;236;150;172;53;42;59;35;6;133;65;75;122;737;641;No;57;2013;26/01/2025;283;Videos;Travel;Friends only;Yes;Yes;1;Free;97
161828;Instagram;43;Male;India;Urban;Lower-middle;Full-time employed;PhD;Single;No;73;63;Good;No;Rarely;8;5;294;138;62;8044;357;2;5;12;16;3;930;9;4;74;66;72;27;20;16;11;5;50;14;15;35;4345;2440;No;93;2021;13/03/2025;103;Stories;Fashion;Private;No;No;1;Premium;147
139584;Instagram;17;Male;Brazil;Urban;Middle;Student;PhD;In a relationship;Yes;69;67;Poor;No;Rarely;29;7;227;127;88;8008;395;5;3;9;22;4;2410;8;12;272;121;171;35;42;30;23;3;115;51;41;64;2794;4529;No;77;2024;24/10/2025;301;Stories;Travel;Private;Yes;No;1;Premium;114
864247;Instagram;13;Male;India;Urban;Middle;Full-time employed;Some college;Single;Yes;55;75;Poor;No;Weekly;16;1;282;117;68;7964;503;6;5;8;41;3;2410;21;9;259;125;129;34;27;34;33;3;116;52;45;84;4397;10000;No;21;2024;06/08/2025;115;Photos;Food;Public;Yes;Yes;0;Free;93
143007;Instagram;19;Female;Australia;Urban;Middle;Full-time employed;Some college;Married;Yes;67;59;Poor;No;Weekly;34;2;324;152;86;8096;377;3;4;6;12;2;3970;14;10;300;150;219;60;46;44;30;10;207;86;49;115;493;342;No;67;2017;09/08/2025;284;Videos;Art;Public;Yes;Yes;1;Premium;93
